date time lon lat dep Mb Ms strike1 dip1 rake1 strike2 dip2 rake2  mrr mtt mpp mrt mrp mtp p_trend p_plu p_eigen b_trend b_plu b_eigen t_trend t_plu t_eigen scale exponent event_name 
2016/01/16 22:38:06.5 156.46 -8.49 10.0 0.0 5.1 41 56 -177 310 88 -34 0.921 2.920 -3.840 0.894 -2.820 1.050 260 25 -5.364 126 56 2.103 0 21 3.262 4.313 23 C201601162238A 
2016/01/16 23:22:29.0 127.23 -3.87 4.1 0.0 5.6 65 84 3 335 87 174 -0.938 -1.710 2.650 0.125 0.477 1.860 20 2 -2.397 127 83 -0.992 290 6 3.391 2.894 24 C201601162322A 
2016/01/17 06:37:27.3 -76.05 19.80 10.0 0.0 4.9 351 29 101 158 61 84 2.450 -0.039 -2.420 0.733 -1.470 0.742 252 16 -3.104 161 5 0.145 54 73 2.950 3.027 23 C201601170637A 
2016/01/17 08:17:34.7 -76.09 19.81 10.0 0.0 4.9 16 42 96 187 48 84 2.880 0.429 -3.310 0.099 -0.392 -0.785 281 3 -3.489 191 4 0.574 49 85 2.914 3.201 23 C201601170817A 
2016/01/17 08:30:23.7 -76.10 19.72 10.0 0.0 5.2 2 33 101 168 58 83 4.410 -0.057 -4.350 0.768 -2.010 0.375 263 13 -4.848 172 6 -0.088 57 76 4.940 4.894 23 C201601170830A 
2016/01/17 11:02:58.3 166.21 -11.67 60.3 0.0 4.8 144 40 77 342 51 101 3.460 -0.850 -2.610 0.236 0.828 1.240 64 5 -3.310 155 9 -0.299 302 80 3.608 3.459 23 C201601171102A 
2016/01/17 13:01:12.2 132.80 30.65 10.0 0.0 4.8 34 36 -79 201 54 -98 -1.340 0.272 1.070 0.059 0.464 0.568 81 79 -1.428 205 6 -0.005 296 9 1.435 1.431 23 C201601171301A 
2016/01/17 15:28:39.0 -68.76 -21.30 90.3 0.0 5.0 166 40 -62 311 56 -112 -2.200 0.202 2.000 0.822 -0.416 -1.940 170 70 -2.464 324 18 -0.887 57 8 3.353 2.909 23 C201601171528A 
2016/01/17 15:30:03.5 130.16 -5.45 131.9 0.0 5.2 228 61 -1 319 89 -151 0.224 -0.812 0.588 0.464 -0.144 0.156 188 21 -1.014 321 61 0.376 90 20 0.638 0.826 24 C201601171530A 
2016/01/17 15:57:09.1 -17.73 0.11 10.0 0.0 4.8 260 69 -163 164 74 -22 -0.187 0.860 -0.673 0.429 0.890 -1.540 121 27 -2.125 309 63 0.305 213 3 1.820 1.973 23 C201601171557A 
2016/01/17 19:25:16.8 77.91 -38.01 10.0 0.0 5.1 258 88 178 348 88 2 -0.132 0.572 -0.440 -0.051 0.042 -1.130 123 0 -1.172 24 87 -0.135 213 3 1.307 1.240 24 C201601171925A 
2016/01/18 03:20:38.8 -84.63 17.13 10.0 0.0 5.4 344 80 177 75 87 10 -0.129 -0.694 0.823 0.229 0.179 1.270 209 5 -1.424 90 80 -0.162 300 9 1.586 1.505 24 C201601180320A 
2016/01/18 13:43:58.0 -178.73 -31.32 95.0 0.0 5.1 294 9 6 198 89 99 -0.025 0.691 -0.665 -1.220 -3.940 0.346 279 43 -4.365 18 9 0.366 118 45 3.999 4.182 23 C201601181343A 
2016/01/18 18:24:18.4 176.12 -21.41 7.1 0.0 5.8 236 74 -14 330 76 -164 -0.286 -0.650 0.936 0.191 -0.073 0.382 193 21 -0.815 9 69 -0.209 103 1 1.024 0.919 25 C201601181824A 
2016/01/18 19:21:50.2 129.52 -0.27 10.0 0.0 5.2 119 47 -31 232 68 -132 -0.464 0.768 -0.304 0.179 0.667 0.028 96 49 -1.063 251 39 0.251 351 12 0.812 0.938 24 C201601181921A 
2016/01/19 02:02:05.4 96.69 2.07 16.5 0.0 5.3 315 12 77 148 78 93 0.719 -0.317 -0.403 0.770 -1.270 0.263 236 33 -1.578 327 3 -0.105 61 57 1.682 1.630 24 C201601190202A 
2016/01/19 02:04:30.0 -72.95 -14.07 101.0 0.0 4.8 182 48 -45 306 58 -128 -2.710 -0.346 3.050 1.430 -0.031 -2.310 161 58 -3.551 328 31 -0.742 62 6 4.286 3.919 23 C201601190204A 
2016/01/19 02:13:27.0 121.34 22.86 25.4 0.0 5.6 137 77 -5 228 85 -167 -0.509 3.060 -2.550 0.371 0.472 -0.218 93 13 -2.669 248 76 -0.433 2 6 3.103 2.886 24 C201601190213A 
2016/01/19 03:22:02.4 155.15 -6.76 46.4 0.0 5.2 304 34 86 129 57 93 5.940 -3.780 -2.160 1.820 -1.710 2.680 217 11 -6.274 308 2 -0.182 49 78 6.456 6.365 23 C201601190322A 
2016/01/19 07:39:37.1 133.35 -2.39 35.2 0.0 4.8 69 76 8 337 82 166 0.028 -0.728 0.700 0.044 0.295 0.715 23 4 -1.030 127 74 -0.047 292 15 1.077 1.053 24 C201601190739A 
2016/01/19 16:54:23.8 171.48 -22.91 10.0 0.0 5.3 274 24 97 85 66 87 5.080 -4.190 -0.894 4.110 0.548 0.034 178 21 -5.755 87 3 -0.925 349 69 6.676 6.216 23 C201601191654A 
2016/01/19 19:54:41.8 -128.64 48.89 10.0 0.0 4.4 142 86 177 232 87 4 -0.870 -2.090 2.960 -0.055 -0.339 0.666 7 0 -2.176 272 85 -0.900 97 5 3.076 2.626 23 C201601191954A 
2016/01/19 22:04:07.3 127.34 1.43 161.0 0.0 5.0 97 51 46 334 56 130 1.990 -1.480 -0.513 0.869 1.560 1.240 36 3 -2.336 128 32 -0.794 302 57 3.127 2.732 23 C201601192204A 
2016/01/20 12:01:10.0 -74.04 -15.88 49.1 0.0 5.0 56 50 -145 302 64 -45 -2.050 3.210 -1.160 0.644 -2.680 0.212 263 50 -4.374 99 39 1.082 2 8 3.292 3.833 23 C201601201201A 
2016/01/20 15:05:19.8 -139.15 -56.18 10.0 0.0 5.4 27 89 179 117 89 1 -0.263 1.340 -1.070 0.051 0.004 0.897 252 1 -1.367 139 88 -0.264 342 1 1.638 1.503 24 C201601201505A 
2016/01/20 17:13:13.6 101.64 37.67 9.0 0.0 5.9 146 43 83 335 47 96 0.872 -0.166 -0.706 0.020 0.092 0.443 61 2 -0.958 151 4 0.078 304 85 0.880 0.919 25 C201601201713A 
2016/01/21 08:26:21.6 -178.58 -30.88 123.1 0.0 5.5 6 9 -103 199 81 -88 -0.568 -0.036 0.604 0.636 1.790 0.163 112 54 -1.960 19 2 -0.068 288 36 2.028 1.994 24 C201601210826A 
2016/01/21 13:02:00.9 58.31 -31.22 10.0 0.0 5.1 38 44 -108 242 49 -74 -3.120 1.830 1.290 0.689 -0.371 1.530 218 77 -3.293 51 12 0.166 321 3 3.127 3.210 23 C201601211302A 
2016/01/21 13:47:19.9 -3.65 35.62 10.0 0.0 5.1 214 76 0 304 90 -166 0.471 -6.810 6.340 1.610 -0.841 -2.600 170 10 -7.561 305 76 0.528 78 10 7.033 7.297 23 C201601211347A 
2016/01/21 18:06:57.7 -106.93 18.82 10.0 0.0 6.6 199 88 1 109 89 178 -0.569 -4.880 5.450 0.196 -0.329 -6.750 154 0 -8.215 249 88 -0.584 64 2 8.800 8.507 25 C201601211806A 
2016/01/22 01:00:17.3 -116.12 -24.47 10.0 0.0 5.3 54 69 -12 149 79 -158 -0.392 -0.945 1.340 -0.274 0.285 0.464 13 23 -1.173 174 66 -0.283 280 7 1.459 1.316 24 C201601220100A 
2016/01/22 02:41:15.2 -78.22 4.86 37.3 0.0 4.9 15 42 -121 234 55 -65 -3.770 1.040 2.730 1.850 -0.076 2.030 197 68 -4.479 39 20 0.270 306 7 4.209 4.344 23 C201601220241A 
2016/01/22 14:48:54.4 67.04 -26.85 10.0 0.0 4.9 228 47 -113 80 48 -67 -3.030 2.470 0.562 -0.454 0.900 1.230 64 73 -3.338 244 17 0.267 154 0 3.073 3.205 23 C201601221448A 
2016/01/22 16:34:35.4 172.06 -13.72 44.1 0.0 5.6 260 41 -76 61 51 -102 -1.760 1.580 0.182 -0.180 -0.387 0.552 277 79 -1.836 69 9 0.041 160 5 1.797 1.816 24 C201601221634A 
2016/01/22 18:56:07.7 179.79 -14.77 10.0 0.0 5.0 260 78 9 168 81 167 -0.009 -2.360 2.370 -0.830 -1.690 5.960 215 2 -6.418 314 75 -0.500 124 15 6.919 6.669 23 C201601221856A 
